,wikidata,name,alias,bnp_id,naturalidade,placeID,longitude,latitude,birth_date,fauc_id
40,http://www.wikidata.org/entity/Q9559855,Aarão Ferreira de Lacerda,,103998,Vila Nova de Paiva,http://www.wikidata.org/entity/Q1003146,-7.7333333333333,40.85,1863-10-03,
473,http://www.wikidata.org/entity/Q106271718,Abel Maria Jordão de Paiva Manso,,,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1801-03-03,
813,http://www.wikidata.org/entity/Q23820937,Abílio Augusto da Fonseca Pinto,,314551,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1830-05-27,245300
9,http://www.wikidata.org/entity/Q9561614,Abílio Beça,,,,,,,1856-08-20,
820,http://www.wikidata.org/entity/Q19607365,Adolfo Ferreira Loureiro,Adolfo Ferreira de Loureiro,83492,São Bartolomeu,http://www.wikidata.org/entity/Q1026333,-8.43054,40.20848,1836-12-12,
405,http://www.wikidata.org/entity/Q16144296,Adriano António Canavarro Crispiniano da Fonseca,,,Marco de Canaveses,http://www.wikidata.org/entity/Q188050,-8.15,41.183333333333,1884-11-08,
172,http://www.wikidata.org/entity/Q56072395,Adriano Inácio Botelho,,15765,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1892-09-12,186608
346,http://www.wikidata.org/entity/Q383401,Afonso Costa,Afonso Augusto Costa,34862,Seia,http://www.wikidata.org/entity/Q76017,-7.70245,40.42203,1871-03-06,198981
342,http://www.wikidata.org/entity/Q383401,Afonso Costa,Afonso Augusto da Costa,34862,Seia,http://www.wikidata.org/entity/Q76017,-7.70245,40.42203,1871-03-06,
252,http://www.wikidata.org/entity/Q4689383,Afonso Mendes,,,Santo Aleixo da Restauração,http://www.wikidata.org/entity/Q2223673,-7.15,38.066666666667,1579-06-28,
490,http://www.wikidata.org/entity/Q16142675,Afonso Pinto Veloso,Afonso de Melo Pinto Veloso,218585,Águeda,http://www.wikidata.org/entity/Q249906,-8.4416666666667,40.580519444444,1878-10-09,214665
414,http://www.wikidata.org/entity/Q16144891,Aires Jácome Correia,,82977,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1882-08-09,
760,http://www.wikidata.org/entity/Q2275881,Alberto Monsaraz,Alberto de Monsaraz,97665,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1889-02-28,250889
479,http://www.wikidata.org/entity/Q16487096,Alberto Pinheiro Torres,,104153,Braga,http://www.wikidata.org/entity/Q83247,-8.4166666666667,41.533333333333,1874-11-02,203860
472,http://www.wikidata.org/entity/Q16487343,Alberto Teles de Utra Machado,,109620,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1840-01-24,
284,http://www.wikidata.org/entity/Q47318259,Alberto da Veiga Simões,,105505,Arganil,http://www.wikidata.org/entity/Q426953,-8.05,40.216666666667,1888-12-16,231020
91,http://www.wikidata.org/entity/Q9594728,Albino dos Reis,Albino Soares Pinto dos Reis,,Oliveira de Azeméis,http://www.wikidata.org/entity/Q405252,-8.4833333333333,40.833333333333,1888-09-30,
426,http://www.wikidata.org/entity/Q16488032,"Alexandre Braga, pai",Alexandre José da Silva Braga,131608,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1829-03-14,187311
461,http://www.wikidata.org/entity/Q16488152,Alexandre Meireles do Canto e Castro,,101830,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1827-03-10,132510
822,http://www.wikidata.org/entity/Q188916,Alexandre Rodrigues Ferreira,,58614,Salvador,http://www.wikidata.org/entity/Q36947,-38.492777777778,-12.983055555556,1756-04-27,
56,http://www.wikidata.org/entity/Q96749053,Alexandre de Gamboa Loureiro,,,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1770-08-26,253931
20,http://www.wikidata.org/entity/Q921705,Alexandre de Serpa Pinto,Alexandre Alberto da Rocha de Serpa Pinto,32584,Cinfães,http://www.wikidata.org/entity/Q861464,-8.0833333333333,41.066666666667,1846-04-20,223565
5,http://www.wikidata.org/entity/Q921705,Alexandre de Serpa Pinto,Alexandre Serpa Pinto,32584,Cinfães,http://www.wikidata.org/entity/Q861464,-8.0833333333333,41.066666666667,1846-04-20,
449,http://www.wikidata.org/entity/Q1636522,Alfredo Augusto de Soveral Martins,Alfredo Cardoso de Soveral Martins,,Almacave,http://www.wikidata.org/entity/Q64348,-7.80823,41.10213,1869-06-07,
480,http://www.wikidata.org/entity/Q16488312,Alfredo Carneiro da Cunha,,55851,Fundão,http://www.wikidata.org/entity/Q1024927,-7.5,40.133333333333,1863-12-21,208773
297,http://www.wikidata.org/entity/Q4723837,Alfredo Pimenta,Alfredo Augusto Lopes Pimenta,88166,Guimarães,http://www.wikidata.org/entity/Q170903,-8.2908333333333,41.445,1882-12-03,296360
60,http://www.wikidata.org/entity/Q9603234,Alfredo da Silva Sampaio,,139806,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1872-09-19,
357,http://www.wikidata.org/entity/Q316806,Almeida Garrett,Almeida Garret,21170,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1799-02-04,144223
358,http://www.wikidata.org/entity/Q316806,Almeida Garrett,Almeida Garret,21170,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1799-02-04,
810,http://www.wikidata.org/entity/Q23777977,Almiro Maia de Loureiro,,117706,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1897-09-21,
821,http://www.wikidata.org/entity/Q20045590,Amadeu de Castro e Sola,Amadeu Teles da Silva de Afonseca Mesquita de Castro Pereira e Solla,43584,Braga,http://www.wikidata.org/entity/Q83247,-8.4166666666667,41.533333333333,1874-08-19,
398,http://www.wikidata.org/entity/Q321278,Anselmo José Braamcamp,Anselmo Braancamp,154958,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1817-10-23,
304,http://www.wikidata.org/entity/Q321278,Anselmo José Braamcamp,Anselmo braamcamp,154958,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1817-10-23,164265
279,http://www.wikidata.org/entity/Q467494,Antero de Quental,Antero Tarquínio de Quental,10763,Ponta Delgada,http://www.wikidata.org/entity/Q208149,-25.67,37.74,1842-04-18,132885
286,http://www.wikidata.org/entity/Q467494,Antero de Quental,Antero de Quintal,10763,Ponta Delgada,http://www.wikidata.org/entity/Q208149,-25.67,37.74,1842-04-18,
376,http://www.wikidata.org/entity/Q27786526,Antonio Cordeses,,,Olot,http://www.wikidata.org/entity/Q12618,2.4890165,42.1821928,1518-08-09,
788,http://www.wikidata.org/entity/Q21522539,Antonio da Costa Paiva,A.Paiva,40710,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1806-10-12,
835,http://www.wikidata.org/entity/Q21522539,Antonio da Costa Paiva,António da Costa Paiva,40710,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1806-10-12,221537
173,http://www.wikidata.org/entity/Q60467443,António Aires de Gouveia,,111295,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1828-09-13,282433
137,http://www.wikidata.org/entity/Q55688130,António Augusto da Costa Simões,,105257,Vacariça,http://www.wikidata.org/entity/Q2236805,-8.4111111111111,40.372222222222,1819-08-23,
784,http://www.wikidata.org/entity/Q18715803,António Augusto da Silva Martins,,,Abrantes,http://www.wikidata.org/entity/Q331191,-8.1978194444444,39.464444444444,1892-04-04,184909
769,http://www.wikidata.org/entity/Q23905297,António Augusto de Sousa,,,Alijó,http://www.wikidata.org/entity/Q712064,-7.474889,41.276444,1883-12-10,
97,http://www.wikidata.org/entity/Q9618672,António Baião,,5625,Ferreira do Zêzere,http://www.wikidata.org/entity/Q995202,-8.2833333333333,39.7,1878-10-10,149831
765,http://www.wikidata.org/entity/Q26973683,António Barroso Pereira Vitorino,,119578,Viseu,http://www.wikidata.org/entity/Q117676,-7.9138888888889,40.6575,1878-03-13,216075
482,http://www.wikidata.org/entity/Q130870,"António Bernardo da Costa Cabral, Marquês de Tomar",,86684,Fornos de Algodres,http://www.wikidata.org/entity/Q641715,-7.5333333333333,40.616666666667,1803-05-09,
49,http://www.wikidata.org/entity/Q9618745,António Borges Coutinho de Medeiros de Sousa Dias da Câmara,,,Reino de Portugal,http://www.wikidata.org/entity/Q45670,-9.18333333,38.7,1871-01-19,
781,http://www.wikidata.org/entity/Q24203205,António Caetano Celorico Gil,,,,,,,1880-08-07,
837,http://www.wikidata.org/entity/Q1960536,António Cândido Gonçalves Crespo,,54670,Rio de Janeiro,http://www.wikidata.org/entity/Q8678,-43.196388888889,-22.908333333333,1846-03-11,207268
838,http://www.wikidata.org/entity/Q1960536,António Cândido Gonçalves Crespo,,54670,Rio de Janeiro,http://www.wikidata.org/entity/Q8678,-43.196388888889,-22.908333333333,1846-03-11,
195,http://www.wikidata.org/entity/Q610800,António Dias de Oliveira,António dias de oliveira,156415,Valongo,http://www.wikidata.org/entity/Q604262,-8.5,41.183333333333,1804-07-20,174458
158,http://www.wikidata.org/entity/Q610816,António Dinis da Cruz e Silva,Antonio Diniz Cruz e Silva,89892,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1731-07-04,
755,http://www.wikidata.org/entity/Q18707730,António Dinis da Graça Vieira,,,,,,,1824-07-26,
804,http://www.wikidata.org/entity/Q273219,António Egas Moniz,Antonio Caetano de Abreu Freire Egas Moniz,83928,Avanca,http://www.wikidata.org/entity/Q790121,-8.57226,40.80659,1874-11-29,165113
360,http://www.wikidata.org/entity/Q273219,António Egas Moniz,António Caetano de Abreu Freire Egas Moniz,83928,Avanca,http://www.wikidata.org/entity/Q790121,-8.57226,40.80659,1874-11-29,
170,http://www.wikidata.org/entity/Q610837,António Feijó,António Joaquim de Castro Feijó,27364,Ponte de Lima,http://www.wikidata.org/entity/Q490180,-8.5833333333333,41.766666666667,1859-06-01,247101
194,http://www.wikidata.org/entity/Q610837,António Feijó,António de Castro Feijó,27364,Ponte de Lima,http://www.wikidata.org/entity/Q490180,-8.5833333333333,41.766666666667,1859-06-01,
758,http://www.wikidata.org/entity/Q2624029,António Feliciano de Castilho,Antonio feliciano de castilho,27666,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1800-01-28,190014
759,http://www.wikidata.org/entity/Q2624029,António Feliciano de Castilho,Antonio feliciano de castilho,27666,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1800-01-28,
464,http://www.wikidata.org/entity/Q16491543,António Felisberto da Silva e Cunha Leite Pereira,,,,,,,1811-07-21,
55,http://www.wikidata.org/entity/Q9619113,António Fogaça,,38998,Barcelos,http://www.wikidata.org/entity/Q213242,-8.6166666666667,41.533333333333,1863-05-11,
395,http://www.wikidata.org/entity/Q357489,António Ginestal Machado,Ginestal machado,1348319,Almeida,http://www.wikidata.org/entity/Q617889,-6.9055833333333,40.725916666667,1874-05-03,
129,http://www.wikidata.org/entity/Q611037,António José da Silva,António José da Silva - o Judeu,61435,Rio de Janeiro,http://www.wikidata.org/entity/Q8678,-43.196388888889,-22.908333333333,1705-05-08,225029
145,http://www.wikidata.org/entity/Q611037,António José da Silva,António José da Silva - o Judeu,61435,Rio de Janeiro,http://www.wikidata.org/entity/Q8678,-43.196388888889,-22.908333333333,1705-05-08,
227,http://www.wikidata.org/entity/Q551542,António José de Almeida,Antônio José de Almeida,60972,Penacova,http://www.wikidata.org/entity/Q1005038,-8.2666666666667,40.266666666667,1866-07-17,
148,http://www.wikidata.org/entity/Q611078,António José de Ávila,António José d'Ávila,53100,Horta,http://www.wikidata.org/entity/Q990385,-28.633333333333,38.533333333333,1806-03-08,
410,http://www.wikidata.org/entity/Q16059321,António José de Ávila Júnior,António José de Ávila,152856,Horta,http://www.wikidata.org/entity/Q990385,-28.633333333333,38.533333333333,1842-11-07,
488,http://www.wikidata.org/entity/Q16491923,António Luís Ferreira Carneiro de Vasconcelos Teixeira Girão,,33119,,,,,1823-07-13,
34,http://www.wikidata.org/entity/Q8677139,António Luís Gomes,,974076,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1863-09-23,
25,http://www.wikidata.org/entity/Q9619586,António Luís de Freitas,,,Carrazeda de Ansiães,http://www.wikidata.org/entity/Q551666,-7.3,41.25,1855-01-10,
425,http://www.wikidata.org/entity/Q16491932,António Luís de Seabra,,102824,Oceano Atlântico,http://www.wikidata.org/entity/Q97,-30.0,0.0,1798-12-02,
88,http://www.wikidata.org/entity/Q9619744,António Maria Vasco de Melo Silva César e Meneses,António Maria Vasco de Mello Silva César e Menezes,537789,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1851-11-13,
38,http://www.wikidata.org/entity/Q9619744,António Maria Vasco de Melo Silva César e Meneses,António Vasco de Melo,537789,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1851-11-13,235520
155,http://www.wikidata.org/entity/Q611175,António Maria da Silva,António maria da silva,123456,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1872-05-26,
431,http://www.wikidata.org/entity/Q16492076,António Menano,,163408,Fornos de Algodres,http://www.wikidata.org/entity/Q641715,-7.5333333333333,40.616666666667,1895-05-05,
103,http://www.wikidata.org/entity/Q611205,António Mendes Bello,António Mendes Belo,146792,Portugal,http://www.wikidata.org/entity/Q45,-9.1833333333333,38.7,1842-06-18,
465,http://www.wikidata.org/entity/Q16492080,António Mendo Caldeira de Castel-Branco Cota Falcão,,,Portalegre,http://www.wikidata.org/entity/Q622819,-7.4166666666667,39.316666666667,1848-10-09,
225,http://www.wikidata.org/entity/Q4777591,"António Osório Sarmento de Figueiredo, Jr.",,,Cumieira,http://www.wikidata.org/entity/Q799183,-7.7666666666667,41.25,1855-03-13,
136,http://www.wikidata.org/entity/Q611238,António Pereira Nobre,António Nobre,21173,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1867-08-16,170404
132,http://www.wikidata.org/entity/Q611238,António Pereira Nobre,Antônio Nobre,21173,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1867-08-16,
21,http://www.wikidata.org/entity/Q9620002,António Pinto de Magalhães Aguiar,,1195933,Constance,http://www.wikidata.org/entity/Q1024781,-8.16978,41.21303,1834-06-23,
444,http://www.wikidata.org/entity/Q16492263,António Pires da Silva de Azevedo Loureiro,,,,,,,1833-04-01,
481,http://www.wikidata.org/entity/Q16492304,António Ribeiro Saraiva,,71241,Sernancelhe,http://www.wikidata.org/entity/Q1003140,-7.4833333333333,40.9,1800-06-10,220851
754,http://www.wikidata.org/entity/Q23771067,António Roberto de Barros Leitão e Carvalhosa,,,,,,,1763-06-07,
485,http://www.wikidata.org/entity/Q108002246,António Rodrigues Manito,,,,,,,1819-02-19,
205,http://www.wikidata.org/entity/Q461148,António Sardinha,António Maria de Sousa Sardinha,61317,Monforte,http://www.wikidata.org/entity/Q769062,-7.4333333333333,39.05,1888-09-09,
196,http://www.wikidata.org/entity/Q63981883,António Teles Peixoto Guterres Palhinha,,,Horta,http://www.wikidata.org/entity/Q990385,-28.633333333333,38.533333333333,1813-10-11,
22,http://www.wikidata.org/entity/Q9620285,António Xavier de Sousa Monteiro,,104580,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1829-11-03,252018
15,http://www.wikidata.org/entity/Q9620291,António da Costa,António da Costa de Sousa Macedo,105800,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1824-11-24,181226
18,http://www.wikidata.org/entity/Q9620291,António da Costa,António da Costa de Sousa de Macedo,105800,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1824-11-24,
16,http://www.wikidata.org/entity/Q9620375,António da Trindade de Vasconcelos Pereira de Melo,,,Amarante,http://www.wikidata.org/entity/Q454875,-8.08333333,41.26666667,1812-08-28,
489,http://www.wikidata.org/entity/Q16491055,António de Abranches Ferrão,,114632,Seia,http://www.wikidata.org/entity/Q76017,-7.70245,40.42203,1883-08-25,248135
819,http://www.wikidata.org/entity/Q21290090,António de Azevedo Castelo Branco,,64533,Vilarinho de Samardã,http://www.wikidata.org/entity/Q592516,-7.7033333333333,41.381666666667,1842-12-23,189296
100,http://www.wikidata.org/entity/Q56179547,António de Carvalho e Vasconcelos,,,Cantanhede,http://www.wikidata.org/entity/Q1998335,-8.5941666666667,40.346388888889,1827-03-29,208983
77,http://www.wikidata.org/entity/Q9620470,António de Gouveia Osório,António de gouveia osório,,Penalva do Castelo,http://www.wikidata.org/entity/Q780374,-7.6833333333333,40.666666666667,1825-07-25,
498,http://www.wikidata.org/entity/Q16144048,António de Macedo Papança,Conde de Monsaraz,787511,Reguengos de Monsaraz,http://www.wikidata.org/entity/Q990439,-7.5333333333333,38.416666666667,1852-07-18,
791,http://www.wikidata.org/entity/Q21290091,António de Oliveira Monteiro,,,Alcafozes,http://www.wikidata.org/entity/Q2120032,-7.1191666666667,39.949722222222,1842-01-02,251928
441,http://www.wikidata.org/entity/Q151394,António de Oliveira Salazar,Antonio Oliveira Salazar,25711,Vimieiro,http://www.wikidata.org/entity/Q93722,-8.12111111,40.38833333,1889-04-28,212667
409,http://www.wikidata.org/entity/Q151394,António de Oliveira Salazar,Antonio Salazar,25711,Vimieiro,http://www.wikidata.org/entity/Q93722,-8.12111111,40.38833333,1889-04-28,
181,http://www.wikidata.org/entity/Q558201,António de Serpa Pimentel,António Serpa,86230,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1825-11-20,241774
188,http://www.wikidata.org/entity/Q558201,António de Serpa Pimentel,Serpa Pimentel,86230,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1825-11-20,
764,http://www.wikidata.org/entity/Q24302446,António de Sousa Horta Sarmento Osório,,,Lousã,http://www.wikidata.org/entity/Q1006413,-8.2468888888889,40.112527777778,1882-08-14,176692
13,http://www.wikidata.org/entity/Q8202081,António de Sousa de Macedo,Antonio de Souza de Macedo,71964,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1606-12-15,
104,http://www.wikidata.org/entity/Q611708,António dos Santos Rocha,,93825,Figueira da Foz,http://www.wikidata.org/entity/Q428459,-8.86179,40.15085,1853-04-30,173131
119,http://www.wikidata.org/entity/Q742361,Antônio Carlos Ribeiro de Andrada Machado e Silva,,103064,Santos,http://www.wikidata.org/entity/Q81882,-46.333888888889,-23.960833333333,1773-11-01,
474,http://www.wikidata.org/entity/Q16491822,Antônio José Machado,,,Fortaleza,http://www.wikidata.org/entity/Q43463,-38.5275,-3.7275,1809-10-14,
446,http://www.wikidata.org/entity/Q16491930,Antônio Luís Pereira da Cunha,,,Salvador,http://www.wikidata.org/entity/Q36947,-38.492777777778,-12.983055555556,1760-04-06,
795,http://www.wikidata.org/entity/Q1789311,Antônio Paulino Limpo de Abreu,,390023,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1798-09-22,
370,http://www.wikidata.org/entity/Q37922670,Antônio Rodrigues de Aguiar,,,Rio de Janeiro,http://www.wikidata.org/entity/Q8678,-43.196388888889,-22.908333333333,1768-03-21,
221,http://www.wikidata.org/entity/Q4673751,Aquiles Estaço,,58677,Vidigueira,http://www.wikidata.org/entity/Q551672,-7.8,38.2,1524-06-22,
773,http://www.wikidata.org/entity/Q23969981,Armando Marques Guedes,Armando Manuel Marques Guedes,787502,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1886-12-08,180482
389,http://www.wikidata.org/entity/Q320981,Artur Alberto de Campos Henriques,Artur Campos Henriques,891597,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1853-04-28,187608
380,http://www.wikidata.org/entity/Q320981,Artur Alberto de Campos Henriques,Artur de Campos Henriques,891597,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1853-04-28,
785,http://www.wikidata.org/entity/Q16501357,Artur de Almeida Ribeiro,Artur Rodrigues de Almeida Ribeiro,109074,,,,,1865-01-30,
406,http://www.wikidata.org/entity/Q16336816,Augusto Alexandre Barjona de Freitas,,,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1857-07-10,167003
348,http://www.wikidata.org/entity/Q3558535,Augusto Alves da Veiga,Alves da Veiga,268786,Izeda,http://www.wikidata.org/entity/Q1024849,-6.7166666666667,41.566666666667,1850-09-28,213294
381,http://www.wikidata.org/entity/Q3558535,Augusto Alves da Veiga,Augusto Manuel Alves da Veiga,268786,Izeda,http://www.wikidata.org/entity/Q1024849,-6.7166666666667,41.566666666667,1850-09-28,
471,http://www.wikidata.org/entity/Q16495179,Augusto Caupers Machado de Faria e Maia,,,Ponta Delgada,http://www.wikidata.org/entity/Q208149,-25.67,37.74,1831-09-21,
58,http://www.wikidata.org/entity/Q9637572,Augusto César Barjona de Freitas,Barjona de Freitas,101823,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1834-01-13,167004
62,http://www.wikidata.org/entity/Q9637572,Augusto César Barjona de Freitas,Barjona de freitas,101823,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1834-01-13,
450,http://www.wikidata.org/entity/Q16495188,Augusto César Pires de Lima,,74197,Santo Tirso,http://www.wikidata.org/entity/Q917330,-8.4775,41.3425,1883-08-29,218280
